# Ref. Cavity Transverse Wakefield for different offsets. Calculated by Rob Ainsworth with T3P (ACE3P)
# s[m] charge 0.5mm 1.0mm 3.0mm 3.5mm 4.0mm 4.5mm 5.0mm
2.347374945999999851e-02 1.469121214190910085e-11 -4.872408444148869540e-03 -1.067687380303702568e-02 -3.652100934229170204e-02 -4.573836778556594762e-02 -5.696682886159815801e-02 -7.101628450072332288e-02 -8.906942450202594286e-02
2.350372871000000127e-02 1.479504515134479946e-11 -4.917125895709745578e-03 -1.077451093748829462e-02 -3.685176408034957635e-02 -4.615065368961911857e-02 -5.747731063021192799e-02 -7.164816267496947055e-02 -8.985510093674536902e-02
2.353370794999999974e-02 1.489933870058070125e-11 -4.962174168610116939e-03 -1.087286564931599919e-02 -3.718490820328754914e-02 -4.656589383302024709e-02 -5.799141329975079223e-02 -7.228446772168779788e-02 -9.064619959940260763e-02
2.356368719999999903e-02 1.500409226654370133e-11 -5.007554891977757279e-03 -1.097194140768458469e-02 -3.752045274050455625e-02 -4.698410156031834761e-02 -5.850915278743257231e-02 -7.292521844291548205e-02 -9.144274254781480094e-02
2.359366644000000096e-02 1.510930515712760006e-11 -5.053269633675242477e-03 -1.107174154764384126e-02 -3.785840825774305224e-02 -4.740528963462909556e-02 -5.903054428611896609e-02 -7.357043273637528524e-02 -9.224475070142301725e-02
2.362364569000000025e-02 1.521497679056669864e-11 -5.099320021205873063e-03 -1.117226953430629222e-02 -3.819878575181348546e-02 -4.782947135271185118e-02 -5.955560364447103766e-02 -7.422012930363357242e-02 -9.305224596535341397e-02
2.365362493999999954e-02 1.532110644999160127e-11 -5.145707635044754862e-03 -1.127352873000111999e-02 -3.854159586238659757e-02 -4.825665956260712791e-02 -6.008434615045834398e-02 -7.487432614447106505e-02 -9.386524936012612119e-02
2.368360418000000148e-02 1.542769338786829935e-11 -5.192434053863670580e-03 -1.137552249315656495e-02 -3.888684920707512899e-02 -4.868686708137203584e-02 -6.061678704800939343e-02 -7.553304119595415089e-02 -9.468378181783718150e-02
2.371358343000000077e-02 1.553473693318939861e-11 -5.239500901463478751e-03 -1.147825428088369501e-02 -3.923455672867102312e-02 -4.912010712787105715e-02 -6.115294207202552623e-02 -7.619629299411691259e-02 -9.550786500602792550e-02
2.374356266999999923e-02 1.564223624206309908e-11 -5.286909737243636158e-03 -1.158172740997180823e-02 -3.958472888668603668e-02 -4.955639231538854633e-02 -6.169282620120478816e-02 -7.686409913099527536e-02 -9.633751941206078473e-02
2.377354191999999852e-02 1.575019058320469937e-11 -5.334662181669979839e-03 -1.168594533071806371e-02 -3.993737658440481286e-02 -4.999573580681279661e-02 -6.223645508731518589e-02 -7.753647802296241565e-02 -9.717276654131469515e-02
2.380352117000000128e-02 1.585859908715960082e-11 -5.382759805699478470e-03 -1.179091138545527648e-02 -4.029251035202896514e-02 -5.043815029692872570e-02 -6.278384379564032336e-02 -7.821344735311748508e-02 -9.801362698249858896e-02
2.383350040999999975e-02 1.596746085304490069e-11 -5.431204177700156045e-03 -1.189662891094756675e-02 -4.065014069372063776e-02 -5.088364844476101628e-02 -6.333500734002270316e-02 -7.889502473387954851e-02 -9.886012123065085477e-02
2.386347965999999904e-02 1.607677505802009972e-11 -5.479996912226706499e-03 -1.200310134457860910e-02 -4.101027844702663516e-02 -5.133224332118291322e-02 -6.388996123670784288e-02 -7.958122839273631954e-02 -9.971227053783252026e-02
2.389345890000000097e-02 1.618654070257609994e-11 -5.529139556628829590e-03 -1.211033197665544597e-02 -4.137293394527149365e-02 -5.178394736549715022e-02 -6.444872021356236325e-02 -8.027207557698923246e-02 -1.005700949304794423e-01
2.392343815000000026e-02 1.629675690209530014e-11 -5.578633721212247418e-03 -1.221832423423733181e-02 -4.173811797776671301e-02 -5.223877358146408745e-02 -6.501129968990440600e-02 -8.096758438399723201e-02 -1.014336154807417151e-01
2.395341738999999873e-02 1.640742259379959939e-11 -5.628480948096124120e-03 -1.232708139469701480e-02 -4.210584082114253446e-02 -5.269673433093668286e-02 -6.557771428445360873e-02 -8.166777191643898037e-02 -1.023028520142202913e-01
2.398339664000000149e-02 1.651853683072059956e-11 -5.678682843270868932e-03 -1.243660687368297428e-02 -4.247611321306551946e-02 -5.315784254660822772e-02 -6.614797931570146061e-02 -8.237265613667463238e-02 -1.031778254107861698e-01
2.401337589000000078e-02 1.663009852353690122e-11 -5.729240960365134666e-03 -1.254690397142285523e-02 -4.284894549452065993e-02 -5.362211066379950208e-02 -6.672210948119632057e-02 -8.308225423276272004e-02 -1.040585555747726848e-01
2.404335512999999924e-02 1.674210655050779970e-11 -5.780156850057604004e-03 -1.265797598050176845e-02 -4.322434797428776482e-02 -5.408955107455622885e-02 -6.730011941967922739e-02 -8.379658331169255459e-02 -1.049450622946692252e-01
2.407333437999999853e-02 1.685455987009529875e-11 -5.831432111295249167e-03 -1.276982629751591269e-02 -4.360233130640574911e-02 -5.456017659738164605e-02 -6.788202429242864988e-02 -8.451566111601900577e-02 -1.058373661317776049e-01
2.410331362000000047e-02 1.696745725892679878e-11 -5.883068272162940600e-03 -1.288245816299959587e-02 -4.398290561108923746e-02 -5.503399938242781869e-02 -6.846783843008892589e-02 -8.523950434989494007e-02 -1.067354863426161898e-01
2.413329286999999976e-02 1.708079761174540157e-11 -5.935066926716604623e-03 -1.299587495965690530e-02 -4.436608148262238122e-02 -5.551103216608250374e-02 -6.905757688416308548e-02 -8.596813059523626677e-02 -1.076394432571179532e-01
2.416327211000000169e-02 1.719457964001489909e-11 -5.987429597196989618e-03 -1.311007991155368341e-02 -4.475186897306644013e-02 -5.599128700517218976e-02 -6.965125386219761516e-02 -8.670155637783150127e-02 -1.085492558798099999e-01
2.419325136000000098e-02 1.730880217424080043e-11 -6.040157872812886193e-03 -1.322507638656356642e-02 -4.514027861392181512e-02 -5.647477654858117091e-02 -7.024888429968866033e-02 -8.743979910988486370e-02 -1.094649443008385431e-01
2.422323061000000027e-02 1.742346389853910128e-11 -6.093253287608927857e-03 -1.334086762996970939e-02 -4.553132051624069615e-02 -5.696151291666576300e-02 -7.085048247442797542e-02 -8.818287537922864239e-02 -1.103865275748888569e-01
2.425320984999999874e-02 1.753856346371549902e-11 -6.146717372357764740e-03 -1.345745687769783587e-02 -4.592500475317396608e-02 -5.745150817714677477e-02 -7.145606259444767239e-02 -8.893080167721938156e-02 -1.113140246252249943e-01
2.428318910000000150e-02 1.765409960298310070e-11 -6.200551708254445869e-03 -1.357484747353584695e-02 -4.632134175553740546e-02 -5.794477483738286194e-02 -7.206563940578344929e-02 -8.968359515091674228e-02 -1.122474551771689283e-01
2.431316833999999996e-02 1.777007086272959969e-11 -6.254757801588944205e-03 -1.369304259608159630e-02 -4.672034138972500084e-02 -5.844132469676027036e-02 -7.267922677387939068e-02 -9.044127185235138755e-02 -1.131868375876295685e-01
2.434314758999999925e-02 1.788647591070839949e-11 -6.309337227274424038e-03 -1.381204557170589639e-02 -4.712201401429354924e-02 -5.894117016172240042e-02 -7.329683930842811890e-02 -9.120384874619655302e-02 -1.141321913345220151e-01
2.437312683999999854e-02 1.800331326550120051e-11 -6.364291502390124512e-03 -1.393185959887817751e-02 -4.752636954909388728e-02 -5.944432308753692246e-02 -7.391849093180519192e-02 -9.197134194254100170e-02 -1.150835348252979423e-01
2.440310608000000048e-02 1.812058141180939984e-11 -6.419622139862049721e-03 -1.405248786535841579e-02 -4.793341787084801769e-02 -5.995079527088676558e-02 -7.454419548778284943e-02 -9.274376744848614185e-02 -1.160408863286168102e-01
2.443308532999999977e-02 1.823827891834370093e-11 -6.475330704015781931e-03 -1.417393366944910867e-02 -4.834316922218033497e-02 -6.046059895909586257e-02 -7.517396737049671096e-02 -9.352114194406224712e-02 -1.170042649355490516e-01
2.446306457000000170e-02 1.835640416354429936e-11 -6.531418680963171040e-03 -1.429620013760498319e-02 -4.875563325845161389e-02 -6.097374566446775446e-02 -7.580782005962437287e-02 -9.430348097318057288e-02 -1.179736883171736278e-01
2.449304382000000099e-02 1.847495564955199908e-11 -6.587887627067823618e-03 -1.441929054830282109e-02 -4.917082014025542930e-02 -6.149024752374210312e-02 -7.644576779980843950e-02 -9.509080101566669274e-02 -1.189491752924830281e-01
2.452302305999999946e-02 1.859393168688969972e-11 -6.644739019061698601e-03 -1.454320800549027508e-02 -4.958873943175477750e-02 -6.201011592765478392e-02 -7.708782390796538320e-02 -9.588311739706083248e-02 -1.199307432386593208e-01
2.455300230999999875e-02 1.871333071071679954e-11 -6.701974404638440241e-03 -1.466795576686540092e-02 -5.000940120760888341e-02 -6.253336289798336334e-02 -7.773400247432742105e-02 -9.668044638730158291e-02 -1.209184106916687262e-01
2.458298156000000151e-02 1.883315100328399847e-11 -6.759595269858111738e-03 -1.479353695487044262e-02 -5.043281507786725321e-02 -6.305999987456809008e-02 -7.838431686455339664e-02 -9.748280335192519019e-02 -1.219121950560792950e-01
2.461296079999999997e-02 1.895339081226490011e-11 -6.817603095531582849e-03 -1.491995467955115930e-02 -5.085899060228895457e-02 -6.359003823070004391e-02 -7.903878035658007395e-02 -9.829020353810173638e-02 -1.229121135790507968e-01
2.464294004999999926e-02 1.907404847161930014e-11 -6.875999415544005282e-03 -1.504721216569499843e-02 -5.128793771841601984e-02 -6.412348980546346555e-02 -7.969740679794917737e-02 -9.910266288612518126e-02 -1.239181843549978373e-01
2.467291929000000120e-02 1.919512212040250099e-11 -6.934785680960241054e-03 -1.517531245687270096e-02 -5.171966574345574635e-02 -6.466036566245646211e-02 -8.036020907311031136e-02 -9.992019613944655432e-02 -1.249304239844668402e-01
2.470289854000000049e-02 1.931661002465180022e-11 -6.993963415649823330e-03 -1.530425875473410795e-02 -5.215418451770942321e-02 -6.520067751205266271e-02 -8.102720085915909864e-02 -1.007428190115133015e-01 -1.259488502566218637e-01
2.473287778999999978e-02 1.943851029494939907e-11 -7.053534079141752372e-03 -1.543405412023053647e-02 -5.259150339715913669e-02 -6.574443645898750410e-02 -8.169839507919288146e-02 -1.015705462789580349e-01 -1.269734797874642607e-01
2.476285703000000171e-02 1.956082100687859852e-11 -7.113499124957001034e-03 -1.556470160067808736e-02 -5.303163168154666207e-02 -6.629165353520634352e-02 -8.237380455977678928e-02 -1.024033925931381456e-01 -1.280043290242835474e-01
2.479283628000000100e-02 1.968354032396039971e-11 -7.173860060952536206e-03 -1.569620436106327135e-02 -5.347457905658019317e-02 -6.684234025015757530e-02 -8.305344270953704533e-02 -1.032413733168215525e-01 -1.290414152814423343e-01
2.482281551999999947e-02 1.980666621164679863e-11 -7.234618308965063554e-03 -1.582856537819152948e-02 -5.392035456343687722e-02 -6.739650730993518302e-02 -8.373732193793592682e-02 -1.040845025740266688e-01 -1.300847543274980811e-01
2.485279476999999876e-02 1.993019676472319914e-11 -7.295775365840083924e-03 -1.596178779130561637e-02 -5.436896777990408991e-02 -6.795416608599816333e-02 -8.442545546773777554e-02 -1.049327954839221894e-01 -1.311343631511445451e-01
2.488277401000000069e-02 2.005412987867690004e-11 -7.357332641226089869e-03 -1.609587454858909042e-02 -5.482042763017199588e-02 -6.851532713548179332e-02 -8.511785550873732231e-02 -1.057862659084745499e-01 -1.321902571756481959e-01
2.491275325999999998e-02 2.017846357926970041e-11 -7.419291620641097276e-03 -1.623082876236644004e-02 -5.527474358129345899e-02 -6.908000168817368669e-02 -8.581453509266968871e-02 -1.066449287137605506e-01 -1.332524530582104849e-01
2.494273250999999927e-02 2.030319573343079860e-11 -7.481653721884140573e-03 -1.636665339627578139e-02 -5.573192459031858087e-02 -6.964820033717580849e-02 -8.651550645781838633e-02 -1.075087977785195714e-01 -1.343209662267972615e-01
2.497271175000000121e-02 2.042832417261519985e-11 -7.544420356033867785e-03 -1.650335139830122824e-02 -5.619197955261701766e-02 -7.021993359533711121e-02 -8.722078173585197380e-02 -1.083778868412086926e-01 -1.353958119281643002e-01
2.500269100000000050e-02 2.055384681855770039e-11 -7.607592990471443405e-03 -1.664092583806061135e-02 -5.665491776445086974e-02 -7.079521246911547883e-02 -8.793037366003914057e-02 -1.092522103734927114e-01 -1.364770063069419281e-01
2.503267023999999896e-02 2.067976139071919945e-11 -7.671173001836938468e-03 -1.677937958670002241e-02 -5.712074784610409600e-02 -7.137404711935881052e-02 -8.864429391380883316e-02 -1.101317815462333205e-01 -1.375645638883387922e-01
2.506264949000000172e-02 2.080606574118819921e-11 -7.735161844384542268e-03 -1.691871568371881504e-02 -5.758947897623978296e-02 -7.195644839448368801e-02 -8.936255502258889927e-02 -1.110166145613593058e-01 -1.386585004596630755e-01
2.509262873000000019e-02 2.093275751862900034e-11 -7.799560880204311868e-03 -1.705893696713195462e-02 -5.806111964765341138e-02 -7.254242628391918690e-02 -9.008516844702703363e-02 -1.119067223031766922e-01 -1.397588301643097886e-01
2.512260797999999948e-02 2.105983450527430161e-11 -7.864371549833229502e-03 -1.720004644490538345e-02 -5.853567891680603458e-02 -7.313199147045452986e-02 -9.081214649828837915e-02 -1.128021186974678125e-01 -1.408655684172702427e-01
2.515258722999999877e-02 2.118729432138549977e-11 -7.929595222050309783e-03 -1.734204696776903143e-02 -5.901316530305111135e-02 -7.372515396273633670e-02 -9.154350065233025913e-02 -1.137028166341243068e-01 -1.419787293368061920e-01
2.518256647000000070e-02 2.131513455141520069e-11 -7.995233257783857655e-03 -1.748494136822379905e-02 -5.949358725618239530e-02 -7.432192367665202415e-02 -9.227924226747809267e-02 -1.146088288494266083e-01 -1.430983268362521210e-01
2.521254571999999999e-02 2.144335287247129912e-11 -8.061287076037471772e-03 -1.762873260402974401e-02 -5.997695363858832757e-02 -7.492231103495067268e-02 -9.301938332387124642e-02 -1.155201688345484368e-01 -1.442243757485204836e-01
2.524252495999999846e-02 2.157194675546620066e-11 -8.127758000133699159e-03 -1.777342342355252638e-02 -6.046327260015090660e-02 -7.552632557042171513e-02 -9.376393470136674957e-02 -1.164368487131994950e-01 -1.453568892058809958e-01
2.527250421000000122e-02 2.170091380723179861e-11 -8.194647433790946955e-03 -1.791901674909549338e-02 -6.095255286692467106e-02 -7.613397752721388911e-02 -9.451290815336323148e-02 -1.173588816706384874e-01 -1.464958816435042999e-01
2.530248346000000051e-02 2.183025147054289988e-11 -8.261956706059749717e-03 -1.806551533932367407e-02 -6.144480260652047249e-02 -7.674527645218866267e-02 -9.526631456980211299e-02 -1.182862798144718869e-01 -1.476413661579770165e-01
2.533246269999999897e-02 2.195995715221709974e-11 -8.329687137301252514e-03 -1.821292193272160478e-02 -6.194002991086157428e-02 -7.736023179491229029e-02 -9.602416471606889381e-02 -1.192190550850047853e-01 -1.487933556325244933e-01
2.536244195000000173e-02 2.209002835344310052e-11 -8.397840107346182456e-03 -1.836123939567972652e-02 -6.243824329397607009e-02 -7.797885352577811624e-02 -9.678646999396793571e-02 -1.201572201933213957e-01 -1.499518638941197690e-01
2.539242119000000020e-02 2.222046236659889982e-11 -8.466416897036211850e-03 -1.851047037743151769e-02 -6.293945053304768333e-02 -7.860115069670491061e-02 -9.755324066727577570e-02 -1.211007864394761518e-01 -1.511169030165133986e-01
2.542240043999999949e-02 2.235125662232739872e-11 -8.535418869947814652e-03 -1.866061770551270815e-02 -6.344365999715782800e-02 -7.922713309081788613e-02 -9.832448789401138090e-02 -1.220497662162597641e-01 -1.522884864087104828e-01
2.545237968000000142e-02 2.248240834146100038e-11 -8.604847289268920119e-03 -1.881168398728261942e-02 -6.395087930914059027e-02 -7.985680956068891279e-02 -9.910022167853313468e-02 -1.230041704914534434e-01 -1.534666257030093128e-01
2.548235893000000071e-02 2.261391488403289843e-11 -8.674703501771822631e-03 -1.896367201038153677e-02 -6.446111669042974002e-02 -8.049018969764894227e-02 -9.988045292805895758e-02 -1.239640113398508686e-01 -1.546513338786251468e-01
2.551233818000000000e-02 2.274577344333410071e-11 -8.744988775762281216e-03 -1.911658439039713026e-02 -6.497437977794909281e-02 -8.112728236286226302e-02 -1.006651916430920390e-01 -1.249292997172622294e-01 -1.558426225131411824e-01
2.554231741999999847e-02 2.287798117662389902e-11 -8.815704370069354229e-03 -1.927042372089894998e-02 -6.549067612772045688e-02 -8.176809631265154199e-02 -1.014544476879095936e-01 -1.259000464077567605e-01 -1.570405029534281960e-01
2.557229667000000123e-02 2.301053533795550101e-11 -8.886851605130540593e-03 -1.942519272808726147e-02 -6.601001373349563162e-02 -8.241264084225756459e-02 -1.022482315836531763e-01 -1.268762629970441869e-01 -1.582449875197716738e-01
2.560227590999999969e-02 2.314343296919110049e-11 -8.958431697522755907e-03 -1.958089391069006355e-02 -6.653239981803769909e-02 -8.306092428580046094e-02 -1.030465526609647547e-01 -1.278579595978660832e-01 -1.594560867034714724e-01
2.563225515999999898e-02 2.327667125372489964e-11 -9.030445949697931199e-03 -1.973752995266364954e-02 -6.705784221759822361e-02 -8.371295573488865549e-02 -1.038494211764499631e-01 -1.288451474502575467e-01 -1.606738123796226658e-01
2.566223440000000092e-02 2.341024716185729996e-11 -9.102895558755713309e-03 -1.989510330744483774e-02 -6.758634798649973408e-02 -8.436874330721642889e-02 -1.046568461803851352e-01 -1.298378362972892885e-01 -1.618981745733127642e-01
